"Text (Provide either text, or upload a newline separated text file below):",Upload a text file,Select voice:,(Optional) Select second voice:,"Split by newline (If [No], it will automatically try to find relevant splits):",streaming audio:,flag,username,timestamp
Hi there how can i help you,,chatbot,disabled,No,,,,2023-11-07 22:05:03.412956
